excerpt_task_id,letter_id,section_id,chapter_title,excerpt_index,placement,excerpt_text,excerpt_note,excerpt_type,linked_question_id,review_priority,review_question,suggested_checks,review_result,review_notes,reviewer,reviewed_at
excerpt-letter-012-004,letter-012,sec-017,第12封 4月9日~11日 广州中山大学/白云山,4,extra,一点半，才凉些，可穿长衣，蚊子也不太猖狂，可以在街灯下读Essential English了，愈读愈觉得不可能掌握地道的英语。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-013-001,letter-013,sec-018,第13封 4月13日~14日 汕头看海,1,core,13日下午一点，汽笛长鸣数声，红卫15号起锚开航。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-013,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；核心位置是否合适,,,,
excerpt-letter-013-002,letter-013,sec-018,第13封 4月13日~14日 汕头看海,2,core,想起第一次——只身一人——见到你的时候，想起和于洋几个最亲近的友人一同在北戴河海滨，想起和你和申萱在渤海上的夜航。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-013-003,letter-013,sec-018,第13封 4月13日~14日 汕头看海,3,extra,希腊人若不是在比波斯人贫穷许多的时候就已经富有游戏精神，后来在繁荣昌盛的时代恐怕也不会把游戏精神推向顶峰。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-013-004,letter-013,sec-018,第13封 4月13日~14日 汕头看海,4,extra,点心有烧麦、叉烧包子、春卷、蛋塔、蛋卷、米糕等等，一顿早餐花了三元（并未都吃尽，还带出来几样）。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-014-001,letter-014,sec-019,第14封 4月15日~16日 云霄→漳浦→漳州→厦门→福州→鼓浪屿,1,core,请潮阳的伙伴早上唤我，他们实在，不到5点就把我叫起来。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-014,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；核心位置是否合适,,,,
excerpt-letter-014-002,letter-014,sec-019,第14封 4月15日~16日 云霄→漳浦→漳州→厦门→福州→鼓浪屿,2,core,此时月色正好，便重又走到老百姓沙滩，来“听海浪打着寂寞的节拍”［朋友吴小祁的诗句］。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-014-003,letter-014,sec-019,第14封 4月15日~16日 云霄→漳浦→漳州→厦门→福州→鼓浪屿,3,extra,厦门本是一个岛，用两段大堤（堤上铁轨公路并行）与大陆相连，左右都是海光，颇为壮丽。,地点描写：这段直接触及厦门，适合作为理解本封信地点经验的文本入口。,place_description,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-014-004,letter-014,sec-019,第14封 4月15日~16日 云霄→漳浦→漳州→厦门→福州→鼓浪屿,4,extra,在一处幽静的沙滩漫步，回头看一片园林，几座漂亮的别墅，进去讨口水喝，却被一个兵一个干部抓住，好生盘问，原来不偏不倚，正闯到首长的疗养区来。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-015-001,letter-015,sec-020,第15封 4月17日~19日 泉州→福州西湖/戚公祠/乌龙江大桥/涌泉寺,1,core,小弟笔拙，不过沾了一点峨嵋山漓江的风光，哪儿比得了老兄天生那挥洒自如的风采？,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-015,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-015-002,letter-015,sec-020,第15封 4月17日~19日 泉州→福州西湖/戚公祠/乌龙江大桥/涌泉寺,2,core,由于给了新政策，or better，由于少给了好多坏政策，广东福建沿海一带脱贫的速度真是很快。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-015-003,letter-015,sec-020,第15封 4月17日~19日 泉州→福州西湖/戚公祠/乌龙江大桥/涌泉寺,3,extra,到家约四点，吃过点心，又往东南10里到乌龙江大桥，稍驻，再行近10里到祥谦陵园。,地点描写：这段直接触及乌龙江大桥，适合作为理解本封信地点经验的文本入口。,place_description,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-015-004,letter-015,sec-020,第15封 4月17日~19日 泉州→福州西湖/戚公祠/乌龙江大桥/涌泉寺,4,extra,见过伯父伯母等人，吃点心，同家樾闲聊，洗澡，晚上设宴招待我，饮家酿的米酒，质淡香浓，就着海米、蟹块、小蛤、鱼丸，漫谈福州农村的生活，很是一幅农家乐的景象。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-016-001,letter-016,sec-021,第16封 4月20日~22日 福安交溪→福鼎灵溪→南雁荡/会文书院→北雁荡,1,core,凌晨三点四十，伯母（嘉明的妻子的父亲的弟弟的妻子）已经准备了早餐，把各种虾蟹笋再尝一遍，行李收好，作最后的告辞。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-016,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-016-002,letter-016,sec-021,第16封 4月20日~22日 福安交溪→福鼎灵溪→南雁荡/会文书院→北雁荡,2,core,从小乘车就不转睛看窗外的风景，许多佳丽景象，望望就闪过去了，留下的印象，却像目的地的名胜一样悠长。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-016-003,letter-016,sec-021,第16封 4月20日~22日 福安交溪→福鼎灵溪→南雁荡/会文书院→北雁荡,3,extra,会文书院的洞岩构造十分奇特——可惜朱夫子觅得这样一个好所在读书，书虽然读得多而精，却未参透山川的灵气，把生动充实的孔孟之道腌制成了宋代理学。,地点描写：这段直接触及会文书院，适合作为理解本封信地点经验的文本入口。,place_description,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-016-004,letter-016,sec-021,第16封 4月20日~22日 福安交溪→福鼎灵溪→南雁荡/会文书院→北雁荡,4,extra,从彼处再登到近峰顶的观音祠，祠修在一个大石窟里，正对西洞，若与西洞顶峰相平，窟边再无路可达峰顶了。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-017-001,letter-017,sec-022,第17封 4月23日~25日 温州北雁荡由浅入深,1,core,到温州的外地人多，温州人对外地人也很和气，而且很多会讲普通话。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-017,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-017-002,letter-017,sec-022,第17封 4月23日~25日 温州北雁荡由浅入深,2,core,想来想去，宁波、舟山一线太费周折，若在白溪或温岭买不到汽车票，就更苦了。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-017-003,letter-017,sec-022,第17封 4月23日~25日 温州北雁荡由浅入深,3,extra,在华盖山同一个扬州皮革厂小伙聊了一阵，向江心公园去，本想晚些才得清宁，谁知人家四点半就闭园下班，已把最后一伙游客渡过这边岸上来。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-017-004,letter-017,sec-022,第17封 4月23日~25日 温州北雁荡由浅入深,4,extra,这是一个大石窟，形似一条天缝，溪流就从椎顶悬落椎底中心，飞流百米，中心一个大池，二三十米直径。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-018-001,letter-018,sec-023,第18封 4月28日 朝辞雁荡暮至余杭,1,core,东面还有百岗尖，高出100米，但无路可登。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-018,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；核心位置是否合适,,,,
excerpt-letter-018-002,letter-018,sec-023,第18封 4月28日 朝辞雁荡暮至余杭,2,core,武林门下车等10路等了半个小时，但不烦，因为出其武林门，有美女如云：那些杭州姑娘把人看迷了；,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-018-003,letter-018,sec-023,第18封 4月28日 朝辞雁荡暮至余杭,3,extra,记得在雁荡山深处问路，一位把锄锄草的村姑小姐，年可十七八，婀娜流韵，却又亭亭端正，俨然当代罗敷，始信江南佳丽之地，浣纱女里真有西施。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-018-004,letter-018,sec-023,第18封 4月28日 朝辞雁荡暮至余杭,4,extra,我虽未多言，心早飞回塔克吐那些凉爽的傍晚去了。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；是否需要移入核心,,,,
excerpt-letter-019-001,letter-019,sec-024,第19封 4月28日~5月2日 千古如斯的余杭,1,core,姑姑待我很亲切，拿出一份徐家的族谱给我看。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-019,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；核心位置是否合适,,,,
excerpt-letter-019-002,letter-019,sec-024,第19封 4月28日~5月2日 千古如斯的余杭,2,core,从未上过三潭印月，原打算乘船或划船去转转，但大概已经有些人放假了，排队的人格外多，远望小岛，姹紫嫣红，密密麻麻，我既不像嘉明那般喜凑热闹，也就放弃此想。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-019-003,letter-019,sec-024,第19封 4月28日~5月2日 千古如斯的余杭,3,extra,30日15:45石屋洞，写了几个字，引来好多人看，其中还有几个漂亮姑娘，心里美滋滋的，从前似不记得江浙人美至如此,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-019-004,letter-019,sec-024,第19封 4月28日~5月2日 千古如斯的余杭,4,extra,越觉姑父人好，平时几乎每晚先回他母亲家料理家务，回来要照顾姑姑，自己的工作又非常繁杂，而对学生仍很尽心。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-020-001,letter-020,sec-025,第20封 5月4日~5日 黄山天都峰排云亭,1,core,六点一刻发车，近临安时，车右一湖，大若西湖，青山四箍，甚美。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-020,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-020-002,letter-020,sec-025,第20封 5月4日~5日 黄山天都峰排云亭,2,core,到了望仙台，又从老松林中先下后上，到了狮子峰顶，这是今天第一次到了无人登临的所在，独自沿岭到西沿，坐观斜阳乱峰。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-020-003,letter-020,sec-025,第20封 5月4日~5日 黄山天都峰排云亭,3,extra,中午人稍少些，在莲花峰耍了一个多小时，又在鳌鱼背，天海（海心亭）一带游玩，能看的都看了，能坐的都坐了，到光明顶。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-020-004,letter-020,sec-025,第20封 5月4日~5日 黄山天都峰排云亭,4,extra,复折回鸣弦泉，泉边是醉石，传太白酒醉于此，绕石大呼，可惜我未赶上同他共饮谈诗，而是一人冷冷清清坐在石下，无朋无酒。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-021-001,letter-021,sec-026,第21封 5月6日~8日 青阳九华山/安庆小孤山,1,core,在黄山宾馆大厅里，同北京的、常州的、上海的伙伴都碰到了，聚在大厅围绕着服务台的通铺上，显得热闹非常。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-021,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-021-002,letter-021,sec-026,第21封 5月6日~8日 青阳九华山/安庆小孤山,2,core,路上只有一处好风景，那就是龙池，百丈峭壁之下，一瀑下冲成潭，以下又连续几个小潭，高高瞰去，堪与龙湫、翡翠池媲美。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-021-003,letter-021,sec-026,第21封 5月6日~8日 青阳九华山/安庆小孤山,3,extra,这里公私贵贱好坏都不卖烟，好容易在化城寺前觅得一盒腰鼓牌劣等烟，同店家聊了一阵，知九华诸大寺盛时皆有上千僧众，化城寺建于唐至德二年，为九华开山寺，盛时更有和尚三四千人，香火之盛冠于一时，那种鼎盛景象现在连想象也难了。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-021-004,letter-021,sec-026,第21封 5月6日~8日 青阳九华山/安庆小孤山,4,extra,往随缘柜中投赠几文香金，拈过一支香来，点燃插入香炉，合掌端跪，口中只道：但愿菩萨保佑我终生常葆慈悲心肠，死生贫富另有天命管着，就不消菩萨操心了。,感受反思：这段把旅程中的情绪和判断露出来，可作为精读切入点。,reflection,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-022-001,letter-022,sec-027,第22封 5月8日~11日 鄱阳五老峰/三叠瀑,1,core,回到码头边的九江旅社要了一个铺位（8角），然后随便走走看看。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-022,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-022-002,letter-022,sec-027,第22封 5月8日~11日 鄱阳五老峰/三叠瀑,2,core,一路上常有人把我这样一个人长途旅行视为异事，一向不以为意，这时却感到两个月不停顿的奔波，情绪像山中的天气一样变幻不定，似乎已经把力量消耗尽了。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-022-003,letter-022,sec-027,第22封 5月8日~11日 鄱阳五老峰/三叠瀑,3,extra,南面壁上，舞下一条白龙来，此即三叠瀑也。,地点描写：这段直接触及三叠瀑，适合作为理解本封信地点经验的文本入口。,place_description,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；是否需要移入核心,,,,
excerpt-letter-022-004,letter-022,sec-027,第22封 5月8日~11日 鄱阳五老峰/三叠瀑,4,extra,然而想到夏禹、太史公、陶渊明、惠远、李白、白居易、苏轼、黄宗羲、朱熹、王阳明、徐霞客，以及等等前人曾从不同的道路，登上或发现各个所在，就起了一个愿望，在庐山住上一年，把前贤的旧踪再一一访踏。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-023-001,letter-023,sec-028,第23封 5月11日~14日 南京中山陵/玄武湖→苏州园林,1,core,走到中山码头乘31路到大行宫，步行东向半小时，一问便找到“向阳院”。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-023,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-023-002,letter-023,sec-028,第23封 5月11日~14日 南京中山陵/玄武湖→苏州园林,2,core,沿原路回车站，正赶上车开，车上那些上海人的自私自利让人羞惭。,路线移动：这段能看到作者在交通、道路或抵达过程中的实际感受。,route_movement,,P1,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
excerpt-letter-023-003,letter-023,sec-028,第23封 5月11日~14日 南京中山陵/玄武湖→苏州园林,3,extra,在玄武湖逛了很久，觉得不如昆明湖，更不如西湖。,地点描写：这段直接触及玄武湖，适合作为理解本封信地点经验的文本入口。,place_description,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；偏短；是否需要移入核心,,,,
excerpt-letter-023-004,letter-023,sec-028,第23封 5月11日~14日 南京中山陵/玄武湖→苏州园林,4,extra,披荆棘下山，未想在这市郊山上，惊起一只大动物来，草深，未睹其真形。,旅途观察：这段保留了风景、城市或环境的现场感，适合先读再看今昔对照。,travel_observation,,P2,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否值得提升为核心摘录，还是保留在更多片段中？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；是否需要移入核心,,,,
excerpt-letter-024-001,letter-024,sec-029,第24封 5月15日~17日 苏州天平山沧浪亭→上海,1,core,今六时起，不久同小琳出门，到南门坐市郊车往西南到木渎，登灵县风景之一灵岩。,开篇场景：这段把本封信的行旅现场打开，适合作为快速浏览的第一处文本锚。,opening_scene,letter-question-024,P0,这条摘录是否足以锚定本封信？ 它是否有场景感、地点感或行旅感？ 是否需要补充上下文或替换为更有代表性的片段？ 它是否适合继续放在核心摘录区，还是应移到更多片段？,代表性；场景/地点/行旅感；语义完整；长度节奏；说明是否准确；核心位置是否合适,,,,
