segment_id,page,field,issue,current_value,question,manual_result,notes
seg-008,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 192,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-008,207,gap_notes,断点/GPX 规则,第207页及复核备注显示进入老掌沟后联系车辆接应，步行终点与住宿点之间存在非步行接续。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-008,,gap_notes,断点/GPX 规则,书中存在乘车/补走信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-008,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-008,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-008,,continuity_status,状态高亮复核,gap_after,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-008,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-008,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-008,,start,approximate 坐标,"白草镇 (41.09, 115.22) source=manual modern town approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,via[1],approximate 坐标,"三道川村 (41.14, 115.18) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,via[2],approximate 坐标,"禹龙山村 (41.18, 115.13) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,via[3],approximate 坐标,"黑龙山村 (41.25, 115.02) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,via[4],approximate 坐标,"山神庙村 (41.22, 115.06) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,via[5],approximate 坐标,"南沟门 (41.29, 114.98) source=manual valley entrance approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-008,,end,approximate 坐标,"老掌沟 (41.34, 114.94) source=manual valley/scenic area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,220,book_refs,书中路线证据核对,我们开始补走这一段到处都是牛群的风景区,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明补走前一日未步行路段。
seg-009,220,book_refs,书中路线证据核对,本来只有五公里长的沟谷，我们实际走了差不多十公里,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明沟谷绕行和距离偏差。
seg-009,232,book_refs,书中路线证据核对,小厂镇是南北一条主街,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明到达小厂镇后的街镇形态和补给。
seg-009,220,book_refs,书中路线证据核对,无论怎么走都得反复过河,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持反复过河风险。
seg-009,220,book_refs,书中路线证据核对,满谷都是细沙，被越野车纵横碾压之后，车辙深陷,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持细沙和深车辙。
seg-009,218,book_refs,书中路线证据核对,首先要补上昨天没有走完的一段,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持本段补走前一日未完成路段。
seg-009,221,book_refs,书中路线证据核对,从沟门往北走十多分钟，就到了燕山山脉北支的分水岭,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持从沟门向北过分水岭。
seg-009,222,book_refs,书中路线证据核对,沙岭至小厂镇地势下降明显,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持沙岭至小厂镇的地势和路线背景。
seg-009,224,book_refs,书中路线证据核对,X404的路东先后是前坝村和后坝村,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持经前坝、后坝一带。
seg-009,228,book_refs,书中路线证据核对,下午四点一刻，我们走到X404与S245交叉的地方，终于到小厂镇了,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持本段到达小厂镇。
seg-009,216,chapter_refs,章节出处核对,从老掌沟到小厂镇,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-009,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-009,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-009,,evidence_notes,证据处理说明核对,risks_or_notes: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-009,,evidence_notes,证据处理说明核对,route_summary: 标题引用移出后补充正文证据并收紧表达。,该证据处理说明是否需要调整？,,
seg-009,,evidence_notes,证据处理说明核对,walking_directions: 标题引用移出后补充正文证据并收紧表达。,该证据处理说明是否需要调整？,,
seg-009,,evidence_notes,证据处理说明核对,terrain: 标题引用移出后补充正文证据并收紧表达。,该证据处理说明是否需要调整？,,
seg-009,,review_notes,复核备注,本段包含“补走”逻辑，需在页面显式标记不要把接送车路线算作步行路线。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-009,,review_notes,复核备注,[evidence_audit] unsupported_claim: risks_or_notes: 反复过河、深车辙、细沙、绕行导致距离增加,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-009,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 216,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-009,,gap_notes,断点/GPX 规则,本段包含补走前一日未完成路段；接送车路线不得计入步行路线。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-009,,gap_notes,断点/GPX 规则,本段 GPX 只表达书中可支持的补走和随后步行部分。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-009,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=walk-block-007
seg-009,,continuity_status,状态高亮复核,gap_before,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=walk-block-007
seg-009,,start,approximate 坐标,"老掌沟 (41.34, 114.94) source=manual valley/scenic area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[1],approximate 坐标,"南沟门 (41.29, 114.98) source=manual valley entrance approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[2],approximate 坐标,"沟门村 (41.38, 114.94) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[3],approximate 坐标,"前坝村 (41.42, 114.95) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[4],approximate 坐标,"黄土坑村 (41.46, 114.97) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[5],approximate 坐标,"雷大道村 (41.49, 114.99) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,via[6],approximate 坐标,"三间房村 (41.53, 115.03) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-009,,end,approximate 坐标,"小厂镇 (41.57, 115.07) source=manual modern town approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,242,book_refs,书中路线证据核对,我们没有沿着这条主要公路北行,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明不取S241主路。
seg-010,251,book_refs,书中路线证据核对,从小厂镇走葫芦河西岸向北,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明选择葫芦河西岸的原因。
seg-010,260,book_refs,书中路线证据核对,沿路往北走几百米，到义合成村南，离五花草甸已经不远了,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明在五花草甸附近搭车去沽源休整。
seg-010,245,book_refs,书中路线证据核对,我给你们泡碗方便面吧,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持石柱村商店提供方便面。
seg-010,245,book_refs,书中路线证据核对,从冰箱里拿出两瓶啤酒，让我们先喝着,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持途中补给中的啤酒。
seg-010,240,chapter_refs,章节出处核对,从小厂镇到五花草甸,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-010,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-010,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-010,,evidence_notes,证据处理说明核对,resupply: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-010,240,review_notes,复核备注,第240页标题页 OCR 将“馒头山村”“石柱村”等识别不稳，需回看 PDF。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-010,260,review_notes,复核备注,第260页显示作者未当晚步行进沽源，而是在五花草甸附近搭车，页面不得画成步行线。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-010,,review_notes,复核备注,[evidence_audit] unsupported_claim: resupply: 途中小店泡面、啤酒,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-010,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 240,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-010,260,gap_notes,断点/GPX 规则,第260页及复核备注显示近五花草甸后搭车离开，不能画成完整步行到沽源。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-010,,gap_notes,断点/GPX 规则,书中存在乘车/断点信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-010,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-010,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-010,,continuity_status,状态高亮复核,gap_after,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-010,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-010,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-010,,start,approximate 坐标,"小厂镇 (41.57, 115.07) source=manual modern town approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[1],approximate 坐标,"馒头山村 (41.6, 115.09) source=manual OCR-normalized village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[2],approximate 坐标,"小南滩村 (41.63, 115.11) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[3],approximate 坐标,"石柱村 (41.66, 115.14) source=manual OCR-normalized village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[4],approximate 坐标,"石头城水库 (41.69, 115.17) source=manual reservoir approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[5],approximate 坐标,"石头城村 (41.715, 115.18) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,via[6],approximate 坐标,"牛群头 (41.72, 115.2) source=manual historic site area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-010,,end,approximate 坐标,"五花草甸 (41.75, 115.31) source=manual scenic area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-011,265,book_refs,书中路线证据核对,先把我们送去梳妆楼，在那里等着，再送我们去五花草甸,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明因前一日乘车，次日以车辆回到补走起点。
seg-011,277,book_refs,书中路线证据核对,在沽源镇南的河东村以北，我们走出田间土路,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明回到沽源前的实际行走位置。
seg-011,273,book_refs,书中路线证据核对,上午九点五十分，出租车把我们送到五花草甸,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持从五花草甸开始补走。
seg-011,262,chapter_refs,章节出处核对,从五花草甸到沽源,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-011,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-011,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-011,,evidence_notes,证据处理说明核对,risks_or_notes: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-011,265,review_notes,复核备注,第265页明确先坐出租车到梳妆楼和五花草甸，实际步行补段需人工回看第265-277页确认起点。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-011,277,review_notes,复核备注,第265页明确先坐出租车到梳妆楼和五花草甸，实际步行补段需人工回看第265-277页确认起点。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-011,,review_notes,复核备注,[evidence_audit] unsupported_claim: risks_or_notes: 本段包含车辆回到补走起点，需避免误画乘车路线,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-011,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 262,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-011,265,gap_notes,断点/GPX 规则,第265页及复核备注显示本段先乘出租车到梳妆楼和五花草甸，再补走五花草甸至沽源。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-011,,gap_notes,断点/GPX 规则,书中存在乘车/补走信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-011,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-011,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-011,,continuity_status,状态高亮复核,gap_before,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-011,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-011,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-011,,start,approximate 坐标,"五花草甸 (41.75, 115.31) source=manual scenic area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-011,,via[1],approximate 坐标,"河东村 (41.66, 115.66) source=manual modern village approximation near Guyuan",该地名和 approximate 坐标是否需要人工核对？,,
seg-011,,via[2],approximate 坐标,"闪电河水库 (41.66, 115.7) source=manual reservoir approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-011,,via[3],approximate 坐标,"梳妆楼 (41.69, 115.78) source=manual historic site approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-011,,end,approximate 坐标,"沽源县城 (41.669, 115.688) source=manual modern county center",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,282,book_refs,书中路线证据核对,我们沿着酒店门前的大街向北走,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明沽源县城内出发方向。
seg-012,290,book_refs,书中路线证据核对,024县级公路贴着小宏城子遗址的西墙向北,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明小宏城子后的道路。
seg-012,300,book_refs,书中路线证据核对,晚七点一刻，我们终于走到赵欣已订好房间的方元酒店,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明到达塞北管理区住宿点。
seg-012,285,book_refs,书中路线证据核对,高原的暴晒和暑热开始发威,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持本段暴晒和暑热风险。
seg-012,286,book_refs,书中路线证据核对,我越来越畏惧阳光,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持强日晒对身体状态的影响。
seg-012,300,book_refs,书中路线证据核对,两脚的脚跟和外侧都打了水泡,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持到达方元酒店时的脚部风险。
seg-012,291,book_refs,书中路线证据核对,从水泉淖尔向东，一路上山，到转佛庙村南口所建的旅游点,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持经转佛庙村南口。
seg-012,298,book_refs,书中路线证据核对,沿着024县道东北行，一路下山，半小时后走到紧傍滦河的马神庙村,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持从转佛庙方向沿 024 县道到马神庙村。
seg-012,299,book_refs,书中路线证据核对,从马神庙村向北的公路，是县级公路X402从前的老路,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持从马神庙村继续向北进入塞北管理区方向。
seg-012,280,chapter_refs,章节出处核对,从沽源到塞北管理区,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-012,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-012,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-012,,evidence_notes,证据处理说明核对,risks_or_notes: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-012,,evidence_notes,证据处理说明核对,route_summary: 标题引用移出后补充正文证据并收紧表达。,该证据处理说明是否需要调整？,,
seg-012,,evidence_notes,证据处理说明核对,walking_directions: 标题引用移出后补充正文证据并收紧表达。,该证据处理说明是否需要调整？,,
seg-012,280,review_notes,复核备注,第280页标题页 OCR 将水泉淖尔、圆图淖尔等地名识别不稳，需回看 PDF 第280页。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-012,,review_notes,复核备注,[evidence_audit] unsupported_claim: risks_or_notes: 酷热、强日晒、长距离无行道树,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-012,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 280,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-012,,start,approximate 坐标,"沽源县城 (41.669, 115.688) source=manual modern county center",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,via[1],approximate 坐标,"察罕脑儿 (41.72, 115.86) source=manual historic lake/palace area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,via[2],approximate 坐标,"小宏城子 (41.73, 115.86) source=manual historic site approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,via[3],approximate 坐标,"水泉淖尔 (41.78, 115.93) source=manual lake approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,via[4],approximate 坐标,"转佛庙 (41.83, 116.03) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,via[5],approximate 坐标,"马神庙村 (41.88, 116.08) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-012,,end,approximate 坐标,"塞北管理区 (41.91, 116.12) source=manual modern area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,304,book_refs,书中路线证据核对,八点出发，留下赵欣那辆车停在太阳下,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明出发时间和地点。
seg-013,314,book_refs,书中路线证据核对,地图上显示老黑土城（李陵台）在镇子北边约五公里,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明黑城子与李陵台方向。
seg-013,318,book_refs,书中路线证据核对,从北京健德门桥算起，到今天的李陵台古城为止,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文把李陵台古城作为十三天累计行程节点。
seg-013,305,book_refs,书中路线证据核对,由此往北再走三公里，十一点三十分，我们到达河北与内蒙的分界点,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持本段跨过河北与内蒙古分界。
seg-013,313,book_refs,书中路线证据核对,下午两点半，我们走到黑土城镇的南侧,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持本段到达黑土城镇。
seg-013,302,chapter_refs,章节出处核对,从塞北管理区到黑城子,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-013,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-013,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-013,,evidence_notes,证据处理说明核对,route_summary: rewritten_without_unsupported_part; 原 summary 中“经过明安驿”与本段 book_refs 无法对应；已移入复核备注。,该证据处理说明是否需要调整？,,
seg-013,302,review_notes,复核备注,第302页标题页 OCR 出现“河北内装专分累线”等噪声，已按上下文作河北内蒙古分界线处理，需回看。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-013,318,review_notes,复核备注,第318页显示黑城子到正蓝旗存在车辆接续，需避免画成步行路线。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-013,,review_notes,复核备注,[evidence_audit] unsupported_claim: route_summary: 经过明安驿,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-013,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 302,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-013,,review_notes,复核备注,证据不足，待人工复核：route_summary 原内容含无法由本段 book_refs 支撑的信息；原内容：从塞北管理区沿县道 402 北行，跨过河北/内蒙古边界后沿滦河东岸继续，经过明安驿、李陵台遗址，到黑城子镇一带。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-013,318,gap_notes,断点/GPX 规则,第318页及复核备注显示黑城子到正蓝旗存在车辆接续，需避免画成步行路线。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-013,,gap_notes,断点/GPX 规则,书中存在乘车/断点信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-013,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-013,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-013,,continuity_status,状态高亮复核,gap_after,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-013,,modern_followability,状态高亮复核,needs_field_check,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-013,,do_not_connect_in_gpx,状态高亮复核,True,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-013,,start,approximate 坐标,"塞北管理区 (41.91, 116.12) source=manual modern area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,,via[1],approximate 坐标,"黄土湾村 (41.96, 116.16) source=manual modern village approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,,via[2],approximate 坐标,"河北内蒙古分界线 (42.02, 116.22) source=manual boundary crossing approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,,via[3],approximate 坐标,"明安驿 (42.03, 116.24) source=manual historic post station area approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,,via[4],approximate 坐标,"李陵台 (42.09, 116.28) source=manual historic site approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-013,,end,approximate 坐标,"黑城子镇 (42.13, 116.33) source=manual modern town approximation",该地名和 approximate 坐标是否需要人工核对？,,
seg-014,324,book_refs,书中路线证据核对,我们在大致上与李陵台遗址平行的地方下车,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明本段有乘车回到补走点。
seg-014,328,book_refs,书中路线证据核对,沿山前草场返回公路,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明沙丘段后返回公路。
seg-014,332,book_refs,书中路线证据核对,过了闪电河（上都高勒）大桥，可以看到公路西北隐隐隆起,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,正文说明到四郎城前的道路和目标。
seg-014,328,book_refs,书中路线证据核对,于是我们进到院内的一个蒙古包里,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持途中在蒙古包休息。
seg-014,328,book_refs,书中路线证据核对,我们自己带着午饭，所以就不麻烦他们了，就着水吃起自带的馒头和面包,短摘是否确在该页，且是否支持本段起终点、途经地、方向、道路/水源/补给/住宿/风险等路线事实？,,支持自带午饭和热水。
seg-014,322,chapter_refs,章节出处核对,从黑城子到四郎城,该引用是否只是章节/段落标题出处，而非路线事实证据？,,章节或段落标题来源
seg-014,,evidence_status,evidence_status 非 pass,warning,该段证据清理后的 warning 状态是否符合你的人工判断？,,
seg-014,,evidence_notes,证据处理说明核对,已将 1 条章节/路线标题引用移入 chapter_refs，book_refs 仅保留路线事实证据。,该证据处理说明是否需要调整？,,
seg-014,,evidence_notes,证据处理说明核对,resupply: supported_with_new_book_ref; 已按书中证据清理。,该证据处理说明是否需要调整？,,
seg-014,,evidence_notes,证据处理说明核对,p332 quote updated,该证据处理说明是否需要调整？,,
seg-014,322,review_notes,复核备注,第322页标题页 OCR 将“滦河东岸沙丘”识别为“梁河东岸沙丘”，已据正文第324页校正。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-014,324,review_notes,复核备注,第322页标题页 OCR 将“滦河东岸沙丘”识别为“梁河东岸沙丘”，已据正文第324页校正。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-014,324,review_notes,复核备注,第324页明确本段先坐出租车到补走点，路线连续性需人工确认。,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-014,,review_notes,复核备注,[evidence_audit] unsupported_claim: resupply: 途中蒙古包/牧户处休息、自带午饭和热水,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-014,,review_notes,复核备注,[evidence_audit] needs_pdf_review: 引用页 OCR 标记需复核: 322,该复核备注是否仍成立？是否需要回看原书扫描页？,,
seg-014,324,gap_notes,断点/GPX 规则,第324页及复核备注显示本段先坐出租车到补走点，路线连续性需人工确认。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-014,,gap_notes,断点/GPX 规则,书中存在乘车/补走信息，不应与前后段强行连成连续徒步轨迹。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-014,,gap_notes,断点/GPX 规则,该段只导出 waypoint，不作为连续 GPX track。,是否确认存在乘车、补走、断点或不应强连 GPX？,,
seg-014,,movement_type,状态高亮复核,mixed,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
seg-014,,continuity_status,状态高亮复核,isolated,该状态是否与书中证据、复核备注和 GPX 导出规则一致？,,walkable_block=
